Author,Year,Title,Journal Name,Volume,Issue,Pages,Abstract,categories
"Islam, M., F. Yang, N. Mahmud, Q. Jiang, and W. Xia",2019,Effectiveness of combined acetic acid and ascorbic acid spray on fresh silver carp (Hypophthalmichthys molitrix) fish to increase shelf-life at refrigerated temperature,Current Research in Nutrition and Food Science,7,2,415-426,"This experiment was conducted to evaluate the efficacy of application of acetic acid and ascorbic acid spray on the surface decontamination and shelf-life of silver carp fish at refrigerated temperature (40C) during 9 days of storage period. Silver carp is one of the most abundant freshwater fish speciesin the world. However, the rapid quality degradation soon after post-mortem makes them highly putrefactive while reducing the nutritional attributes. In this regard, our study aimed at applying organic acids to extend shelf-life of silver carp fish while investigating the quality attributes such as sensory, peroxide values, pH and microbial loads of the fish fillets during 9 days of refrigerated temperature storage (40C). Acetic acid and ascorbic acid are found to have strong antibacterial activities against different microorganisms. Fish fillets samples were treated with alone or in combination with acetic acid and ascorbic acid spray while keeping one group of fish fillets untreated. Total Viable Count (TVC) was found greater in the samples kept untreated and treated alone with acetic acid and ascorbic acid. However, fish fillets treated with acetic acid and ascorbic acid in combination were reported with lesser number of microbial counts. Moreover, Peroxide Value (PV) and pH were significantly lower in the sample treated with in combination of acetic acid and ascorbic acid. Sensory analysis revealed that fish fillets treated with combined treatment had better quality retention at the end of 9 days storage period. The findings suggest that the application of acetic acid and ascorbic acid alone or in different combination have the potential to decrease microbial loads while facilitating the shelf-life of fish fillets during 9 days of refrigerated temperature (40C) storage period.",no
"Islam, N., D. C. Shaha, J. Hasan, A. Md Hafij Al, M. A. Salam, M. Khan, S. R. Kundu, and A. Minhaz",2022,Heavy metal pollution reduced the potentiality of pen culture in the wetland aquaculture in an urban area of Bangladesh,Conservation,2,1,68,"The Belai beel serves as an important aquatic resource for the livelihood of the local community of the Gazipur district in Bangladesh. However, water pollution in recent times, mainly from industrial wastes and sewage effluents, may disrupt its aquatic environment. Thus, the purpose of the present study was to assess the potential area of pen fish culture in the Belai beel. The study was performed in the Rajbagan (L1), Kamaria (L2) and Rewla (L3) areas of the Belai beel. Grass carp, silver carp, common carp, catla and rui of 20–30 cm in size were stocked at a rate of 15,000 fish/ha and reared for 150 days in pens installed in the L1, L2 and L3 areas, respectively. The fishes were fed with mustard oil cake and rice bran. Maximum fish production was found in Rewla (12.97 ton/ha/150 days) compared to Rajbagan (8.85 ton/ha/150 days) and Kamaria (10.67 ton/ha/150 days) due to it having comparatively good quality water. There were significant differences in metal ion concentrations (p < 0.05) among the three fish pens. In the Rajbagan area, concentrations of Cd and Cu in the water coming from the industrial effluent canal exceeded the acceptable limit. Results indicated that the Rewla area was better than Rajbagan and Kamaria due to it having relatively good quality water for pen fish culture.",no
"Islam, S. I., H. M. Noor, M. H. Rahman, M. S.-E. Mahfuj, S. M. Yeasmin, and M. A. Rahman",2021,"Effects of fish stocking density on growth and survival of silver carp (Hypophthalmichthys molitrix) fry in jashore, Bangladesh",Bangladesh Journal of Fisheries,33,1,65-74,"The experiment was operated in 9 consecutive weeks in nine earthen nursery ponds having the same area (0.09 acre) and depth (0.8 m). Seven days old fries of Silver carp (Hypophthalmichthys molitrix) were stocked at 4000, 5000 and 6000 fries/decimal in three treatments with three replications as T-1, T-2 and T-3, respectively to observe the growth and survival. At stocking, hatchlings were the same batch-rearing with an average length and weight of 0.44 ± 0.05 cm and 0.14 ± 0.05 mg, respectively. Wet mustered oil cake and commercial nursery feed containing 30% crude protein were given by two weeks interval, initially according to the bodyweight; the feeding rate was 14% in the first two weeks, gradually reduced to 12, 10 and 8%, respectively in the following week intervals. Water quality parameters and plankton sufficiency were observed every 15 days interval and was found within the acceptable range. Growth performance (6.458 g), survival rate of fingerlings (85.76%) and total production (22151g/decimal) were found highest in T-1 followed by T-2 and T-3. The study concluded that expect better production of fry up to fingerlings, proper stocking density should be maintained in pond fish culture in Jashore region of Bangladesh.",no
"Ivan, L. N., D. M. Mason, H. Y. Zhang, E. S. Rutherford, T. Hunter, S. Sable, A. T. Adamack, and K. Rose",2020,Potential establishment and ecological effects of bighead and silver carp in a productive embayment of the laurentian Great Lakes,Biological Invasions,22,8,2473-2495,"Bighead carp H. nobilis and silver carp Hypothalmichthys molitrix (collectively bigheaded carps, BHC) are invasive planktivorous fishes that threaten to enter the Laurentian Great Lakes and disrupt food webs. To assess the likelihood of BHC establishment and their likely effects on the food web of Saginaw Bay, Lake Huron, we developed a multi-species individual-based bioenergetics model that tracks individual bighead and silver carp, four key fish species, and seven prey biomass groups over 50 years. The model tracks the daily consumption, mortality and growth of all individuals and the biomass dynamics of interacting prey pools. We ran simulation scenarios to determine the likelihood of BHC establishment under initial introductions from 5 to 1 million yearling and older individuals, and assuming variable age-0 carp survival rates (high, intermediate, and low). We bounded the survival of age-0 BHC as recruitment continues to be one of the biggest unknowns. We also simulated the potential effects of an established population of 1 million bighead carp or silver carp assuming variation in age-0 survival. Results indicated that as few as 10 BHC could establish a population assuming high or intermediate age-0 survival, but at least 100,000 individuals were needed to establish a population assuming low age-0 survival. BHC had negative effects on plankton and planktivorous fish biomass, which increased with BHC density. However, piscivorous walleye Sander vitreus appeared to benefit from BHC establishment. The potential for BHC to establish and affect ecologically and economically important fish species in Saginaw Bay is a cause for concern.",no
"Jana, B. B., S. Nandy, S. Lahiri, S. K. Bag, P. Ghosh, J. N. Bhakta, D. Ghosh, J. K. Biswas, A. Bhattacharjee, and S. Jana",2019,Does solar heated structure mimicking greenhouse effective to impede winter growth reduction of some tropical fishes?,Aquaculture,499,,51-60,"Winter reduction of fish growth is one of the major concerns in aquaculture. Using the principle of greenhouse mediated raised temperature, the issue has been addressed by examining the growth responses of some tropical fishes in polyculture (rohu, mrigal, bata, Japanese punti, grass carp, common carp, magur, freshwater prawn) and two stocking ratios (80: 20 and 20: 80) with surface and column feeder (catla, silver carp, rohu, Japanese punti and bata) and bottom feeder (mrigal and common carp). Advanced fry of these fishes were introduced separately in solar heated greenhouse and in open polyhouse (13 x 1.5 x 2m(3)) placed in triplicate in a pond and reared for 120 or 98 days during the winter for two consecutive years. The rate of survival (20-83%) and net weight gained by different species of fish were distinctly higher in closed set up (0.22-2.95 g/day) than in open (4-66%; 0.11-1.80 g/day) ones in both trials. Among the species, warmth induced net weight gain was maximal for Japanese punti (196 g), followed by rohu (159 g), mrigal (115 g), grass carp (104 g), bata (36 g) and freshwater prawn (28 g) in polyculture. The frequency distribution of harvested fishes was skewed towards large fishes in solar heated greenhouse and smaller ones in open units. Water temperature ranged from 21.6-28.1 degrees C and 17.2-23.7 degrees C in the closed and open units, whereas mean temperature remained 4.5-5 degrees C higher in the former than in latter. There was no marked differences in total alkalinity (219-231 mg/l), inorganic carbon (289-417 mg/l), organic carbon (4.27-4.52 mg/l), dissolved oxygen (6.61-6.75 mg/l), total dissolved solids (420.48-423.74 mg/l) and conductivity (549.83-563.29 mu s/cm) between the closed and open enclosures, and remained within the range for fish culture. The score values of the sum total of the integrated ecological conditions revealed that similar to 5 degrees C rise in water temperature during winter enhanced as high as 36% increased yield of fish (2546 kg/ha) over open units mediated through microbial driven augmented manure mineralization leading to increased primary productivity, zooplankton abundance and ecological integrity. In essence, the solar heated greenhouse would be of considerable use for circumventing the retarded growth during winter in tropical fishes.",no
"Ji, Q. F., K. F. Li, Y. M. Wang, R. F. Liang, J. J. Feng, R. Li, and D. Z. Zhu",2022,Swimming performance of a pelagic species in the yangtze river under different exposure modes of the total dissolved gas supersaturation,Conservation Physiology,10,1,,"This study systematically evaluated the swimming performance of a pelagic fish species in the Yangtze River under different exposure modes of total dissolved gas (TDG) supersaturation. The lethal exposure significantly deteriorated the Ucrit of silver carps while the non-lethal exposure did not. Water temperature also impacted fish's swimming ability in TDG supersaturated water. The results can provide a reference for fish conservation during flood discharge. During flood discharges of upstream dams in the Yangtze River, the pelagic fish have a stress risk from total dissolved gas (TDG) supersaturation in the river water. This study took the silver carp as the object and systematically evaluated the effects of TDG supersaturation levels and exposure time on their critical swimming speed (Ucrit) at different temperatures. The external symptoms of gas bubble disease were found when TDG levels exceeded 130%. Both exposure time and TDG level did not significantly impact the Ucrit of fish under 6 days of non-lethal exposure (110%, 120%, 130% TDG) with lower or higher water temperature. Significant differences in Ucrit were found among different exposure times at 11.0 +/- 1.0 degrees C under 10 hours of lethal exposure (135%, 140%, 150% TDG) and the Ucrit reduced by 59.88%, 83.32%, and 92.40%, respectively. TDG level had a significant impact on the Ucrit at 21.0 +/- 1.0 degrees C when exposure time exceeded 8 hours. Ucrit at 21.0 +/- 1.0 degrees C water were significantly greater than those at 11.0 +/- 1.0 degrees C water where conditions had the same TDG supersaturation and exposure time. Differences in Ucrit between temperatures ranged from 3.24 to 6.12 BL/s under non-lethal exposure and from 6.38 to 13.88 BL/s under lethal exposure. The results of this study can provide a reference for fish conservation during flood discharge.",no
"Jia, W. F., S. H. Zhang, Y. F. Yang, and Y. J. Yi",2020,A laboratory investigation of the transport mechanism of floating fish eggs: A case study of Asian carps,Aquaculture,519,,,"The transfer mechanism of fish eggs in water after spawned is assumed to cause the most intense impact on their hatching rate. Settling characteristics are different depending on the physical and biological properties (such as density, diameter and surface viscosity). In this study, the terminal settling velocities of the floating eggs of four carps at different water hardening stages were measured. The terminal settling velocities of the eggs gradually decreased with water hardening process. The terminal settling velocity of the eggs of bighead carp was highest, followed by black carp, silver carp and grass carp. Subsequently, an empirical formula describing the relationship between the drag coefficient and the Reynolds number was developed. The applicability of this formula was investigated in drifting experiments. We proposed a formula for calculating the drag coefficient of floating fish eggs. The drag coefficient formula of the floating fish eggs is suitable for the Reynolds numbers below 490. At Reynolds numbers > 490, the drag coefficient was about 0.12. The results show that floating fish eggs differ significantly from other solid particles in their behavior and an own formula is necessary. This is the first study on the drag coefficient of the floating fish eggs. It further provides new insight on the movement of floating fish eggs in water and can be used in numerical simulation to describe the transport of floating fish eggs, essential for carp protection.",no
"Jiang, X., Q. Chen, N. Y. Xiao, Y. F. Du, Q. Feng, and W. Z. Shi",2022,Changes in gel structure and chemical interactions of Hypophthalmichthys molitrix surimi gels: Effect of setting process and different starch addition,Foods,11,1,,"The modifications of histological properties and chemical forces on heated surimi gels with starch addition (0-12 g/100 g surimi) were investigated. Two types of heating processes (direct heating and two-step heating) were carried out on surimi gels in order to reveal the effect of setting on mixed matrices. The results of transverse relaxation time showed less immobile water and free water converted into bound water in a matrix subjected to the setting process. Scanning electron microscope and light microscopy images revealed inefficient starch-swelling in two-step heated gels. Chemical interactions and forces in direct cooking gels were more vulnerable to starch addition, resulting in significant decreases in hydrophobic interaction and sulfhydryl content (p < 0.05). With the increment of starch, the disulfide stretching vibrations of the gauche-gauche-gauche conformation were reduced in both gel matrices. The structural variations of different components collectively resulted in changes in texture profile analysis and water holding capacity. Overall, the results demonstrated that starch addition had a great and positive effect on the weak gel matrix by direct heating.",no
"Jiang, Y., Y. M. Yang, Y. L. Wu, J. B. Tao, and B. Cheng",2017,"Microcystin bioaccumulation in freshwater fish at different trophic levels from the eutrophic lake chaohu, China",Bulletin of Environmental Contamination and Toxicology,99,1,69-74,"The spatial and temporal variations of microcystins (MCs) in fishes with different trophic levels were studied monthly in Lake Chaohu in 2014. MCs content in muscle was highest in phytoplanktivorous Hypophthalmichthys molitrix (H. molitrix), followed by omnivorous Carassius auratus (C. auratus), and was lowest in herbivorous Parabramis pekinensis (P. pekinensis) and carnivorous Coilia ectenes (C. ectenes). MCs concentration in liver was highest in C. auratus, followed by H. molitrix, and was lowest in P. pekinensis and C. ectene. The main uptake routes of MCs for C. auratus and H. molitrix were via the diet. The mechanism to counteract MCs had not been well developed in C. ectenes. H. molitrix and C. auratus from the western region as they had higher mean concentrations of MCs than fishes from the eastern region. The estimated daily intakes of MCs in 45.4% of muscle samples were higher than the provisional tolerable daily intake set by WHO.",no
"Kathiresan, R., and S. Vishnudevi",2021,Rice farming components for biological weed control in transplanted rice: Perspective on weedy rice management,Weed Science,69,5,609-614,"Farming elements other than the crop, when integrated into the system, are supplementary, with multifold uses that include weed and pest management. Elements such as fish and poultry birds are integrated with transplanted wetland rice (Oryza sativa L.) for ensuring farmers' livelihoods and the nutritional security and sustainability of the system. Integrated animal components such as poultry birds and fish also supplement the system with weed control. The role and efficacy of these animal components as tools for managing weedy rice (Oryza sativa L.) were explored, as weedy rice infestation is increasing. This threat of weedy rice is due to scarcity of water resulting from poor water management and improper field leveling. Grass carp (Ctenopharyngodon idella val.) produced the highest reduction of weedy rice biomass, 28% within 24 h under laboratory conditions. Polyculture of C. idella, mrigal (Cirrhinus mrigala Ham.), and silver carp (Hypophthalmichthys molitrix val.) reduced the biomass of weedy rice by 21% within 24 h. In laboratory studies, poultry manure at the highest concentration of 5% reduced the weedy rice seed germination 100% compared with rice seed germination at 91%. This conformed with microplot experiments in which poultry manure at 15.6 g d(-1) resulted in a weed control index (WCI) of 8% in both years. However, poultry manure at 15.6 g d(-1) in combination with herbicide application resulted in the highest control indices of weedy rice: 52% in 2017 and 2018. Integrating fish and poultry with PRE application of oxyfluorfen (0.25 kg ha(-1)) resulted in the highest WCI and grain yield in field experiments.",no
"Keevin, T. M., and J. E. Garvey",2019,"Using marketing to fish‐down bigheaded carp (Hypophthalmichthys spp.) in the united states: Eliminating the negative brand name, “carp”",Journal of Applied Ichthyology,35,5,1141-1146,"Invasive bigheaded carp species (Hypophthalmichthys spp.) from Asia have experienced rapid range expansion and population explosions in rivers of the United States resulting in ecosystem damage currently being witnessed and documented by fishery biologists. In addition, silver carp (H. molitrix) present a danger of injury and death to unsuspecting boaters, water skiers or recreational fishers due to their propensity to jump in response to boat motor noise. Fishing‐down bigheaded carp populations for human consumption will reduce environmental damage and potential human injury and mortality until other control measures become available. The name “carp” conveys an extremely negative brand name for purposes of product marketing. We suggest that the silver carp be renamed by the professional scientific community to silverfin (a trademarked name currently used in culinary circles) and the bighead carp (H. nobilis) to bighead. The suggested common names changes represent a simple, albeit small step to reducing bigheaded carp population numbers based on sound product naming strategies developed and used in marketing science.",no
"Kheiri, A., J. Aliakbarlu, and R. Tahmasebi",2022,Antioxidant potential and fatty acid profile of fish fillet: Effects of season and fish species,Veterinary Research Forum,13,1,91-99,"The objectives of the present study were to investigate the effect of season and fish species on the antioxidant capacity, fatty acids profile, and vitamin E content of fish fillets from Aras River. The antioxidant potential of hydrophilic and lipophilic extracts of fish fillets was evaluated. The fillet extracts of zander and bream in summer and common carp in winter had the highest antioxidant activity. Palmitic and oleic acids were the major saturated (SFA) and monounsaturated (MUFA) fatty acids, respectively. The fatty acids C22:6n3 and C20:5n3 were the most abundant polyunsaturated (PUFA) fatty acids in all the fishes. In summer, the highest levels of SFA (44.09), total PUFA (25.97), n3 PUFA (20.71) and n3/n6 ratio (4) were found in zander. In winter, the highest amounts of total PUFA and n3 PUFA were determined in silver carp, followed by zander. The highest n3/n6 ratio was also found in silver carp. The ratio of PUFA/SFA was higher in winter than in summer for all the fishes. Vitamin E content of fishes was largely varied. In conclusion, seasonal variation changed the antioxidant potential and fatty acid composition of fish fillets. Aras River fishes, especially zander, possess excellent antioxidant activity and high nutritional quality. (C) 2022 Urmia University. All rights reserved.",no
"Khoa, D. V., D. T. Hoa, D. N. Anh, N. T. Van, D. T. Dung, L. T. T. Huong, L. T. B. Quyen, H. X. Su, and L. Tran-Anh",2020,"Fish-borne trematode metacercariae detected in fish commonly used for raw consumption in ninh binh province, vietnam",Tropical Biomedicine,37,2,443-451,"Raw or undercooked fish dishes are the major sources of human infection of fishborne trematodes (FBT) and the situation of metacercarial infection in fish greatly affect the prevalence in humans, especially those fish that are commonly used for raw consumption. To investigate the situation of infection with metacercaria of FBT in fish often used to prepare raw fish dishes by local people to assess the risk of infection to humans in Ninh Binh province, Vietnam. 345 fish belonging to five species of freshwater and one species of brackish water fish were collected from fishermen or small-scale fish dealers in Kim Son and Yen Khanh districts, Ninh Binh province between May 2017 and May 2018. Metacercaria of FBT was discovered by pepsin and hydrochloric acid digestion techniques and identified by the morphological and molecular analysis. Among examined fish, 44.06% infected with FBT metacercaria and the highest prevalence was in Cyprinus carpio (86.54%), Ctenopharyngodon idellus (78.43%) and Hypophthalmichthys molitrix (66.67%) while Konosirus punctatus the brackish water fish - were free from infection. Three species of FBT were found; namely Haplorchis pumilio (accounting for 99.84% of collected metacercariae), Haplorchis taichui and Clonorchis sinensis. The average density was 1.06 metacercariae per gram of freshwater fish and the highest number was of C. idellus (6.38 cysts/gram) followed by Cirrhinus molitorella and C. carpio. Results of the study show the high prevalence of infection of FBT metacercariae among freshwater fish often used to prepare raw fish dishes in Ninh Binh province. These findings suggest the need for greater awareness of the risk from raw fish dishes among public health authorities and people.",no
"Kibria, A. S. M., and M. M. Haque",2018,Potentials of integrated multi-trophic aquaculture (imta) in freshwater ponds in Bangladesh,Aquaculture Reports,11,,8-16,"An experimental study was carried out for a period of six months to assess the potential of integrated multi-trophic aquaculture (IMTA) in earthen freshwater ponds. Nine earthen ponds (40 m(2) each) were randomly assigned to three treatments in triplicate. Carps and stinging catfish; carps, stinging catfish, and snails; and carps, stinging catfish, snails, and water spinach as IMTA, were assigned to T-1, T-2, and T-3, respectively. The stocking densities were:carps: 20,000 fingerlings ha(-1) at a ratio of 3:1:2:2 for catla:silver carp:rohu:mrigal; stinging catfish: 24,700 fingerlings ha(-1) in cage-in-pond for all treatments; and snails: 62 kg ha(-1) in T-2 and T-3. The carps were fed with supplementary feed, a mixture of rice bran and wheat bran (1:1) at the rate of 3-5% of fish biomass; the stinging catfish with commercial feed for the first 45 days, and snail-mixed pelleted feed for the rest of the experimental period, at the rate of 5-25% of body weight. The highest survival, particularly of silver carp, mrigal, and stinging catfish was found in T-3, i.e., in IMTA ponds. The weight gain of silver carp, rohu, and stinging catfish was the highest in IMTA ponds. The highest yields of the carps and stinging catfish in cage-in-ponds were obtained in IMTA ponds. The production of snails and water spinach in IMTA ponds contributed to the biomitigation process of organic and inorganic waste, keeping the water quality within suitable conditions for fish culture.",no
"Kinlock, N. L., A. J. Laybourn, C. E. Murphy, J. J. Hoover, and N. A. Friedenberg",2020,Modelling bioenergetic and population‐level impacts of invasive bigheaded carps (<i>Hypophthalmichthys</i> spp.) on native paddlefish (<i>polyodon spathula</i>) in backwaters of the lower Mississippi river,Freshwater Biology,65,6,1086-1100,"While invasions of large rivers by exotic fish species are well documented, assessing actual or potential impacts on native species is a challenge. Rapid assessments may be possible through the application of a combination of bioenergetic and population dynamic models.Paddlefish (Polyodon spathula) is a native species in the central USA with a history of population decline due to waterway development and overharvesting for roe. It is not known whether paddlefish are impacted by resource competition from invasive bigheaded carp populations, including silver (Hypophthalmichthys molitrix) and bighead carp (Hypophthalmichthys nobilis), which have expanded dramatically in the Mississippi River.We used bioenergetic models to project the potential impact of invasive silver and bighead carp on zooplankton density and paddlefish somatic growth in backwater habitat. Bioenergetic outputs were translated to impacts on fecundity, becoming inputs for 50‐year metapopulation simulations of backwater habitat connected to the main‐stem Mississippi River by episodic flood events.Competition with carp reduced growth and increased the risk of population decline for paddlefish. Impacts increased disproportionately with increased carp abundance and were further exacerbated in scenarios with increased diet overlap or decreased zooplankton abundance.We also analysed paddlefish condition data collected at sites near the lower Mississippi River with varying histories of carp invasion. These data give credence to the bioenergetic model output; paddlefish had reduced body condition at sites with long‐established, high‐density carp populations.We conclude that invasive bigheaded carps have great potential to reduce paddlefish growth, fecundity, and abundance. The pairing of bioenergetics and population models is likely to be broadly useful in assessing the risks posed by other invasive species.",no
"Kramer, N. W., Q. E. Phelps, C. L. Pierce, and M. E. Colvin",2019,"A food web modeling assessment of Asian carp impacts in the middle and upper Mississippi river, USA",Food Webs,21,,,"The invasion of non-native fishes has caused a great detriment to many of our native fishes. Since the introduction of invasive carps, such as Silver, Bighead, Common and Grass tarp, managers and researcher have been struggling to remove these species while also hypothesizing the detriment of further invasion. This study developed a food web model of four locations on the Mississippi River and used those models to assess the impacts of two scenarios: carp removal and carp invasion. In the Middle Mississippi River where these invasive carps are already present, the models found that it would take a sustained exploitation of up to 30% of initial biomass over an extended period to remove Grass Carp and up to 90% removal of initial biomass to remove Silver and Bighead Carp. In the locations where Silver, Bighead, and Grass Carp are not yet established (i.e., Pools 4,8, and 13) the invasion of these species could cause declines from 10 to 30% in initial biomass of native fishes as well as already established nonnative invasive species. (C) 2019 Elsevier Inc. All rights reserved.",no
"Kuang, T. X., A. Y. He, Y. F. Lin, X. D. Huang, L. Liu, and L. Zhou",2020,"Comparative analysis of microbial communities associated with the gill, gut, and habitat of two filter-feeding fish",Aquaculture Reports,18,,,"Host-associated microbiota play important roles in the nutrition, immune system, and health of fish. However, the composition, diversity, and function of microbiota associated with certain niches in fish bodies and fish habitats remain to be elucidated. In the present study, 16S sequencing was carried out to compare microbial communities found in the gills and guts in two filter-feeding fish (Hypophthalmichthys molitrix and Hypophthalmichthys nobilis) and to determine the influence of sediment and water on fish microbiota in an unfed aquaculture system. Results revealed significant variations in the water, sediment, gill, and gut microbial communities of the two filter-feeding fish in terms of composition, core taxa, diversity, and predictive function. Microbial diversity was significantly higher in the habitat samples (water and sediment) than in the fish host samples (gill and gut) and was significantly higher in the gills than in the gut. Both body niche (i.e., gill vs gut) and host species significantly impacted the fish-associated microbiota, but permutational multivariate analysis of variance (PERMANOVA) and cluster analysis of core taxa indicated that the effect of body niche outweighed that of the host species in influencing the microbial community. Host microbial communities were more similar to the water microbiota than the sediment microbiota. Source tracking analysis further confirmed that water had a greater contribution than sediment to the fish microbiota, consistent with their upper water-layer habitats. The gill and gut possessed unique core microbiota and predictive functions in comparison to the surrounding environment. These findings should improve our understanding of the composition, diversity, and function of aquatic",no
"Kumar, J., A. Alam, U. K. Sarkar, B. K. Das, V. Kumar, and S. K. Srivastava",2020,"Assessing the phytoplankton community and diversity in relation to physico-chemical parameters in a tropical reservoir of the river ganga basin, India",Sustainable Water Resources Management,6,6,,"Phytoplankton species composition and diversity and its relation to physico-chemical parameters were studied in Jargo Reservoir located on River Jargo, a tributary of River Ganga basin, India. A total of 137 phytoplankton species belonging to 8 divisions were recorded indicating rich phytoplankton diversity in the North Indian reservoir. Bacillariophyta contributed the highest number of species followed by Chlorophyta. Filamentous algae such as Geitlerinema sp., Pseudoanabaena sp., Oscillatoria sp. and Phormidium sp. were highly abundant. The contribution of the top ten species ranged between 63% and 98% of total phytoplankton density. PCA analysis of physico-chemical revealed six principal components (HCO3, TDS, BOD, DOM, air temperature and pH) which significantly affected the succession of phytoplankton in Jargo Reservoir. The CCA analysis of phytoplankton species and physico-chemical parameters revealed that Ochrophyta and Miozoa were highly influenced by high CO2 and PO4. Higher phytoplankton diversity and species richness were observed during the late winter season and rainy season, respectively. Our investigation recommends that fish production in the reservoir could be enhanced by stocking with fingerlings of silver carp, which has the potential to utilise the unconsumed population of abundant Myxophyta.",no
"Kurcheti, P. P., I. Zaffar, M. Saxena, Z. Mushtaq, and P. Martina",2022,Study on withdrawal period of emamectin benzoate in orally medicated silver carp (Hypophthalmichthys molitrix),Aquaculture Research,53,12,4561-4564,"Parasitic diseases have been the major source of concern and cause considerable losses in the freshwater aquaculture of India. Fish parasites proliferate quickly in favourable settings, compromising fish health and frequently resulting in high mortality. Identifying and implementing appropriate control techniques is the need of the hour to combat the diseases. Emamectin benzoate (EMB) is an efficient infeed therapy for ectoparasite control in fish. The aim of the present study was to determine the withdrawal period of EMB in silver carp (Hypophthalmichthys molitrix) commercially important fish species in southeast Asia. The depletion of EMB residues in silver carp muscle treated with a dose of 50 mu g kg(-1) body weight (BW) day(-1) for seven consecutive days was assessed. Muscle tissue was sampled on the 7th day of EMB feeding and 1st-, 3rd-, 7th-, 14th-, 21st-, 35th- and 41st-day post-medication (PM) for QTRAP 4000 LC-MS/MS analysis. The data revealed that the level of EMB in the fish muscle was 13.0 +/- 0.1 parts per billion (ppb) on the 0th day of withdrawal. The residue levels were reduced significantly on the 3rd day, with traces of EMB recorded by 21st-day PM and reached undetectable levels by 31st day PM. Considering the maximum residue limit (MRL) of 100 mu g kg(-1) for fish muscle, the present study's findings support the usage of EMB in silver carp under the conditions employed in the study. The current study provides crucial information on the use of EMB as an antiparasiticide in silver carp, considering the food safety issues.",no
"Kutics, K.",2019,Evolution of water quality of lake balaton,Ecocycles,5,2,44-73,"Lake Balaton, a large shallow lake with some 600 km2 surface area, with its 3.5 m average depth, is among the shallowest lakes in the World and one of the most important lakes in Europe in terms of ecological, economic and cultural aspects. Intervention in the natural environment of lakes, especially shallow ones of high vulnerability and low resilience may result in detrimental and often irreversible changes. In case of Lake Balaton, irreversible changes include the reduction of lake level and subsequent construction directly on the lakeshore as well as introduction of foreign species such as eel and silver carp. Reasons for the negative results/impacts of the introduced interventions are: insufficient level of technical or scientific knowledge at the time of planning and implementation; poor decision support systems and mechanisms; insufficient consultation with local people and experts of other fields; lack of integrated approach, both in terms of territorial and interdisciplinary aspects; and pursuing of short term economic or political benefits. Compared to the situation one and a half centuries ago, many of the reasons leading to adverse effects can be eliminated because technical and scientific knowledge is increasing with high speed and huge amount of monitoring, etc. data are becoming available; decision support systems and mechanisms are getting faster and are improving in complexity; consultation with, participation, and empowerment of local people, stakeholders and a diverse choice of experts are becoming basic requirements in environmental and spatial development policy; integrated approaches both in terms of territorial and interdisciplinary aspects are gathering momentum. It would be of great importance to stop pursuing short term economic gains and political benefits when significant interventions into lake environments are considered.",no
"La Hood, B. M., T. C. Thomsen, A. W. Lenaerts, M. G. Tomczak, E. A. Szott, Z. Woiak, K. M. Von Ruden, K. D. Bockrath, K. S. Irons, and J. T. Lamer",2021,Light trapping reveals multiple bigheaded carp spawns upstream of lock and dam 19 in the upper Mississippi river,North American Journal of Fisheries Management,,,,"The Silver Carp Hypophthalmichthys molitrix and Bighead Carp H. nobilis are two species of invasive bigheaded carp currently invading North American rivers and watersheds. Bigheaded carp were accidentally introduced into the lower Mississippi River basin in the early 1970s and have since invaded many water bodies in the Midwestern United States. Evidence of bigheaded carp reproduction and recruitment in the upper Mississippi River upstream of Lock and Dam 19 (LD19) at Keokuk, Iowa, thought to be a critical constriction point to their upstream establishment, has been limited to a few isolated detections of eggs, larvae, and juvenile life stages since 2012. Therefore, a more comprehensive assessment of bigheaded carp reproduction in this critical management zone was needed. We used quadrafoil light traps (n = 1,387) deployed during May-September 2016-2018 in Pools 17-19 of the Mississippi River to monitor for advanced larval bigheaded carp in low-velocity habitats. Throughout the sampling period, we captured 1,747 larval and 35 postlarval bigheaded carp (N = 1,782). Bigheaded carp were collected on 15 sampling events that spanned from May 31, 2016, to September 13, 2018, with associated hatch dates estimated to represent 10 unique reproductive events from May 2016 to September 2018. The individual captures and backdated hatch estimates revealed a protracted spawning period of up to seven events in 2016, one event in 2017, and two events in 2018. Bigheaded carp were only captured in Pool 19, possibly due to the drifting requirements for egg maturation and the low-velocity downstream reach of Pool 19. This research provides confirmation that bigheaded carp spawned upstream of LD19 are capable of transitioning past the yolk sac stage upstream of this bottleneck to more advanced larval stages. Knowledge of reproduction and larval retention and the field-based evidence of protracted spawning fill critical research gaps needed for the management of bigheaded carp.",no
